Country,Unique.Line.ID,Comment
USA,J16US15985-15.1,Good quslitu Needs dose reduction
China,CNB0030.1,"image quality is nice but operation is not very convenient, interface is design in a complicated way which is not user-friendly, the multi-function cables are not practical. "
Brazil,BZB52.3,"That is, the noise is great, to a minimum and the dose is also low, with no complaints and has been working very well during all these years "
Germany,J16DE12040-8.2,"No experience with this equipment, since it isn't used in our facility. See previous answer."
USA,J16US10070-9.1,"Excellent, reliable product.  Consistently good image quality "
China,CNE0320.3,"Siemens nuclear magnetic, user friendly design, intelligent operation. Scan time is short, no harm to human body, no discomfort. It has the characteristics of Intelligent operation and high-speed scanning application innovation. "
Japan,J16JP10561-5.2,Resolution was high and images were very easy to see. It was compact and usability was extremely good. 0
USA,J16US15112-26.1,Excellent image quality; durable and reliable 
India,INF200.2,Philips is excellent in service. Its Ultrasound provides best output with clear pictures. Its consumables are also very good in quality and accessibility. 
USA,J16US10175-5.1,I like the laser addition to the 9600.  Cuts down on potential radiation exposure. Can be difficult for a radiology tech to maneuver the screens/options
India,ING00154.1,this brand is a market leader in this segment and but the cost should be decreased 
Germany,J16DE10149-9.1,"Broad device selection for various specialties, updates are regularly available, repairs for devices are easily implemented. Difficult communication considering the size of the company."
UK,J16UK11607-9.2,Not used this in last 2y Not used this in last 2y
UK,J16UK11528-9.1,Easy to use and good clear imaging to aid diagnosis of condition. Not the most portable of devices on the market.
Germany,J16DE10784-5.2,"Good image quality Very large equipment, bulky"
USA,J16US10417-8.1,good images and probe manibulation is easy dependable machine difficult software in obtaining three dimenstional images
China,CNE0205.1,The quality-price ratio is high.  It is big brand and has big influence in domestic market.  cooperate with many Grade A Level 3 hospitals.  The company focuses on the product quality and practicability. 
China,CNE0537.2,More information can be obtained within shorter time and lower X-ray dosage; the device is convenient and highly efficient; the stents can be shown clearly; the mature technology make various kind s of operations possible. 
Japan,J16JP12284-1.1,"For the price, they offer the minimum required quality, so I think it is cost-effective. They are working hard as a manufacturer in Japan. 0"
USA,J16US16225-3.1,Easy to use Not easy to integrate
Germany,J16DE11335-25.2,None 
USA,J16US15230-27.1,"NA, best office and useless NA, best office and useless"
India,INE306.1,Philips C-arm model has high uptime. 
Germany,J16DE12334-15.1,It's very important that the device be repaired quickly! I wouldn't recommend the product. Why should I?
UK,J16UK10087-16.1,Great product Service sometimes slow for repairs
Japan,J16JP12549-24.1,These days I don't think there is much reason to choose a scanner with 16-detector rows or less. Probably the only reason to install one would be if you are a doctor in private practice and do not have much installation space. 0
Brazil,BZA00176.2,Siemens increases the performance of the machine in the challenging area of interventionist image and produces images that allow to take the right decision. 
France,J16FR10612-15.1,"Price, flexible usage, image quality Shabby after-sales service"
UK,J16UK11589-15.2,Toshiba is innovative  Should be more available
Germany,J16DE10514-15.1,Good image quality. Highly prone to errors.
USA,J16US17073-6.1,Advanced Technology Simple platform to learn High uptime NONE
Germany,J16DE11092-16.1,Renowned firm. 
USA,J16US16032-6.2,"Best open magnet on the market. Can market an open magnet. It's still an open magnet, so always compromising some image quality."
China,CNE0388.2,"Product has stable performance and it's practical, and quality is guaranteed.The scan time is short. There has been no mishaps during hundreds of examinations. So I'm willing to recommend it to colleagues or other peer hospitals. "
USA,J16US13243-6.2,None Image quality is not as good as ge
India,INE224.1,It has open architecture allows for upgrading the system. 
France,J16FR10114-15.2,High performing product They should pay attention to manufacturing defects
China,CND0428.2,"Let alone the effect. The equipment maintenance is too expensive and only original accessories are permitted to use. When something is broken, we are concerned about the cost. The after-sales service is quite expensive, which adds a big burden to both hospitals and patients.  "
Brazil,BZC718.4,The machine design is good and exceptional. 
Germany,J16DE13386-6.1,Very good image quality; the service is good. Handling is easy. Expensive
UK,J16UK10508-1.1,Reliable high-quality imaging No specific negative comments to add
UK,J16UK11686-8.2,Dependable Bulky equipment to carry around
Japan,J16JP12033-5.1,"This relates to the orthopedic field, but the lock on the C-arm is an electromagnetic lock so it is easy to lock/unlock it. When performing posterior lumbar spinal fusion, it is necessary to move the C-arm a number of times, so the usability of this equipment, which can be moved freely, is extremely good. 0"
Germany,J16DE12446-8.2,No positive comments. No negative comments.
India,INF184.1,Process excellence is very good. We did not face any issues with the machine. Provided accurate output. 
Japan,J16JP10897-1.1,The images are clear and it is easy to use. The manufacturer responds promptly. I would like for the price to be set a little bit lower.
India,INF166.2,Philips CT machince is most wonderful machine in medical device industry. We have their latest model and this is 16 slice machine which covers good volume of patients. 
India,INF240.1,GE Ultrasound is user-friendly and our technicians and physicians are happy with its performance. Their service is very fast and timely. 
USA,J16US14262-16.1,outstanding product with outcomes does not come with a service provider
Japan,J16JP12161-24.1,"For a 16-detector row scanner, the image quality is relatively good, and it is inexpensive. It takes a long time to reconstruct."
USA,J16US10458-27.1,Very user friendly. Easy for my techs to do post processing The service plan is a little on the expensive side
Germany,J16DE10514-9.2,"Small, handy. Unpractical operation (patient registration, examination selection)."
China,CNE0413.2,"Once the device failed in the middle of the night so we called maintenance staff, who came rather swiftly and did the repairing work on time to make sure device can be used normally. Siemens medical imaging system has clear images and good quality with advanced digital technology. "
Germany,J16DE13410-1.2,"Fundamentally, a robust system Service worse than with Philips"
France,J16FR10866-3.1,"Modern device, easy to use, clear images, after-sales service guarantee. The price"
USA,J16US17366-6.2,good image quality very expensive
USA,J16US14513-4.2,More competatively priced compared with GE Not as reliable.  Image quality not as good
USA,J16US15228-5.1,"excellent imaging, reliable, superior support nothing negative"
China,CND0256.4,"The sensitivity is good and the quality is good as well. The images are good. The scanning speed is fast and the effect is good. But the price is high. The after-sales service is not good. When we call them, them came here late.  "
USA,J16US13439-15.1,reliable and works well none see above
China,CND0537.3,The failure rate is not high. The image quality is clear. It is quite easy to operate. The interface is convenient to use and the after-sales service is OK. When there are problems they are able to come quickly to solve them. The training is OK.  
Japan,J16JP12239-5.1,"Most of the hospitals I have worked in used the Philips mobile C-arm. No complaints about image quality, and usability is good. We have never been unable to use it due to a breakdown, so I think the durability is also good. When there has been a problem, they have generally responded within a few days. 0"
India,ING00173.1,their machines are easy to use and we can use them with not much training 
Germany,J16DE12250-15.2,The products are reliable But they are also somewhat more complicated to use.
Japan,J16JP10254-8.2,Its image quality and operability are consistently satisfactory and their support system is within the acceptable range. 0
Germany,J16DE11251-26.1,None 
Japan,J16JP12014-6.1,"It can be purchased for a low price, and they offer flexible solutions and a conscientious maintenance service. There is software that is not suited to the work we do."
France,J16FR11313-9.1,Performing material currently used 
China,CND0231.2,"The image technology is good. The imaging is clear, the operation is easy, the sensitivity is okay, and so far it hasn’t had any problems yet. "
UK,J16UK11054-2.2,No issues as currently not installed 
USA,J16US11497-9.1,I used this US machine while learning to do the regional blocks. They are very well respected and are a favorite of all my fellow anesthesiologists 
India,ING0055.2,"they provide good Service supports, and they have provided good technology equipments "
USA,J16US10644-1.1,"loyal, ongoing support, listen to the customers, multifaceted support antiquated technology, large conglomerate takes time to implement the changes, conservative"
USA,J16US12882-8.1,good customer support during device issues none
Germany,J16DE10976-4.2,Reliable Cost and service cost
China,CNE0571.2,"The integration of the high quality imaging, the advanced visualization analysis and the efficient work flow makes it a true one-stop image post-processing solution. By easily browsing the client end, you can master the patient's image information and achieve the fast imaging diagnosis and treatment. "
Germany,J16DE12015-8.1,"Good quality, fully developed functionality. High price."
China,CNE0174.3,"There is a relatively big demand in clinical practice and the price is acceptable. Such as the application in OBGYN and orthopedic surgeries. For example, I applied it more frequently in the Cray fracture surgery. "
Germany,J16DE11372-9.2,"No new equipment at this time, but I was very familiar with their products in the past. None."
Brazil,BZB101.1,"It's very good product you do not have any problems until now, with this, except once after having used it for a long time "
India,INE241.4,This machine is the most advanced and efficient medical ultrasound scanner  
India,ING0023.1,Equipment quality is up to the mark  they provide results with quick speed and they use genuine parts with warranty. 
Brazil,BZC0129.3,It is consistent in giving quality results. 
Brazil,BZC0154.1,relevant functions are predefined in the device helps us in efficient operations. 
Germany,J16DE11307-2.1,"Good service quality, perfect process flow, data integration. Expensive"
France,J16FR10934-16.1,"Very well-known There are other, better quality providers (Ziehm)"
UK,J16UK11191-16.2,"Image quality, ability to convert to digital format and storage "
USA,J16US10404-9.2,"compact ultrasound with basic functions slow startup, small screen"
India,INE228.3,The results are sometimes not accurate. 
France,J16FR11114-9.2,"Quality image, reliability Price"
Germany,J16DE12316-16.1,"Good image quality, easy to operate. Service could be faster."
Japan,J16JP10747-5.2,It is Japanese-made and their support service is good. Image quality has improved a lot but it is still a step behind the foreign brands.
France,J16FR10273-8.2,"Good imagery, high performing Doppler, clear color Weak communication (always provided with ECG cable even though all the patients or nearly all are scoped)"
Germany,J16DE11267-6.2,"Dependable, good image quality "
France,J16FR11564-6.1,"Image quality, easy to use "
Japan,J16JP10766-2.2,I think the cost performance is good. The images and analysis capability are not exceptionally good.
Brazil,BZB55.3,"8, why? Because it loves a top brand, brand image is high, the product is very good also "
Japan,J16JP11842-4.2,It is very easy to use and easy to see. Images are clear. It is fast. 0
China,CND0572.3,The Doppler blood flow and the heart chamber is well displayed. But the images have some impurities which is not good. It is quite good in terms of quality. 
China,CND0268.1,"The images are clear. The operation is easy and convenient. The sensitivity is good, which brings some smart and good functions for the surgery.  "
USA,J16US16544-6.1,Good image quality good apps support 
USA,J16US13757-8.1,Th advise is very easy to use it occasionally freezes during use
Germany,J16DE11521-9.2,"No ultrasound, rather a Philips CTG; easy to use. None."
Japan,J16JP10845-6.1,"They have been involved in MRI development for a long time and they are always introducing new scanning methods. For maintenance, communication is made by means of a network line, and they respond promptly. 0"
Japan,J16JP11842-4.1,Images are extremely clear. Atrial fibrillation is difficult to see.
Japan,J16JP10085-9.2,The way it shows muscle fibers is very different from a portable echo when we are conducting a nerve block. 0
Germany,J16DE10499-6.1,"Performance (image quality, duration of the study), fast service. Confusing software."
USA,J16US13220-4.1,great quality for price service has declined a little
Germany,J16DE12360-8.1,"Very good equipment at the time it was purchased. Now out-of-date technology, very cumbersome/large."
USA,J16US13810-5.1,Reliability in service and repair 
China,CNE0388.1,"Clear images. Satisfactory radiography effect. Reliability is not very good. It broke down twice. It's delaying patient examination, repairing time is a bit long. I've never heard about other few brands "
Germany,J16DE13176-25.1,"Good product, can be integrated with X-rays. "
UK,J16UK10886-16.1,Good price and value for money. Good machines 
UK,J16UK10652-4.1,Its easy to use. Image quality is not good
China,CNE0248.2,"I don't have in-depth knowledge of this, so I can't give you the professional judgment. As long as there is a problem, contact them and they will fix it very soon. But the equipment is easy to break down, especially the wires.  "
India,INE238.1,This machine  is based on the evaluation of 3D power Doppler ultrasound. 
USA,J16US15112-27.2,Reasonably reliable with good image quality Not as intuitive as GE scanner
China,CNE0454.4,"The equipment is of good quality and good imaging with low dose and advanced technology. They are well-matched. The quality of imaging is excellent. Their quality, matching, imaging quality and technology are all good.  "
Japan,J16JP10752-4.1,"It rarely malfunctions. The number of periodic inspections is reduced. On the other hand, because there are few periodic inspections, it is difficult to discuss things with them."
USA,J16US16545-5.2,again good quality images and also we have good service I don't have anything in particular to comment negative
UK,J16UK10228-9.2,Good image quality. Not as portable.
India,INE058.3,"The scanner produces high resolution images, has efficient technology but maintenance of the system is a costly affair. "
USA,J16US10114-16.2,"Overall good machine, good warranty "
Germany,J16DE10329-5.2,"Good, very nice "
UK,J16UK10938-8.1,Overall good product Sometimes the 3D measurements are difficult to obtain
USA,J16US10552-9.2,Good image quality Large machine footprint
India,INF188.2,GE is also very good brand and their MRI machine performance is also very good with accurate output. Service has to be improved with better spare parts accessibility. 
India,INE571.2,The products from Allengers are highly durable and have long life. 
Brazil,BZC404.2,It also provides an exceptional work-flow. 
China,CNE0201.3,Philips HP brand high quality stable and durable has a very good reputation and many units are in use. It is about the same as Siemens products. This machine was purchased by our supervisors and we are still using it. 
France,J16FR10600-9.1,Easy to use Image quality disappointing
USA,J16US17105-6.1,Great company and products Costs
India,INE127.2,"The machine is durable, has efficient visualization options and has positively impacted our diagnostic caliber. "
India,INF071.2,"I have also experience with MRI machine from Siemens. This machine is good in its compact design and image accuracy. But, the technology and clinical applications are out-dated. "
USA,J16US15024-8.2,good quality images; durable machines none
UK,J16UK11800-9.2,"Good image quality, easy to use Nil in particular"
USA,J16US10759-16.2,"Simple to use, good quality pictures Really none"
USA,J16US10632-6.1,"Good image quality, few artifacts Slightly expensive"
Japan,J16JP12174-3.1,I have been using it for a while and it is stable. They are a bit stuck in their ways. There seems to be little innovation.
USA,J16US13820-5.1,"Good quality, easy to use, integration with other systems Cost"
Germany,J16DE12123-8.2,Very good image quality; very good handling during transport. User interface takes some getting used to.
USA,J16US17061-26.1,pretty good interface. not steep learning curve non applicable
Japan,J16JP10683-8.1,"The product itself is easy to use. The after-sales service is poor. There is a problem with their response to problems, etc."
China,CNB0102.3,"overall the quality is good and performance is stable with rare problems. the external appearance is also designed in a reasonable way, image effect and clarity are all great. "
USA,J16US12996-15.1,they seem to be seamless in integrating to our network.  They has services that easily answer our questions but also help us along the way. no neg comments.
Germany,J16DE11872-5.2,"Relatively small, good handling Support. Compatibility "
Germany,J16DE13414-3.1,"Good image quality, easy to use. Bad interaction with other technologies, for instance, Neuronavigation."
USA,J16US17357-26.1,"great images, good quality,  always great support n/a"
France,J16FR10266-16.1,"They are good enough, but we have other appliances; Philips and Siemens are the ones I prefer Start up is rather slow"
Japan,J16JP11509-5.1,The price is low and they are a Japanese manufacturer so the after-sales service is good. Image performance is not very good.
Germany,J16DE11679-5.1,"Handling Takes a long time to ""boot"""
Brazil,BZC00038.1," The product is profitable although it heats up, sometimes, when we have a big number of tests at once. "
Germany,J16DE10493-6.2,Currently no Philips MRT in operation. See above.
India,INE074.2,The device has high durability. It is capable of performing test over all sorts of patients. Specialized features are also added for special care. 
USA,J16US12981-6.2,"Image quality is good, good support "
USA,J16US10083-5.2,Not much to Problems with durability
USA,J16US15871-6.1,"excellent image quality, good integration into workflow. Minimal down time. Representatives could be slightly more responsive"
China,CND0555.1,The performance is stable. Images are processed in a fine way. After-sales service is very good. Not many failures. It is quite simple and convenient to operate. 
USA,J16US10932-9.1,Easy user unterface Less stellar customer services.
UK,J16UK10794-8.1,Good value for money easy to use and training More expensive than some other brands reduced image quality
UK,J16UK11616-16.1,Cost effective and good service 
France,J16FR10796-1.1,Good value for money and device training follow-up. 
China,CNC0082.3,"brand is famous and device has stable and durable performance. Imaging effect is good and it's convenient to use, after-sales maintenance services are good "
India,INE049.3,"Robust equipment, good post processing technology and quality services. "
Germany,J16DE10321-3.1,"Good image quality, ease of use, efficient integration into the working environment. Unfortunately relatively unstable system, frequent outages."
Brazil,BZC00044.1, The new technology has increased the speed of the machine to perform better check-ups of patients and without any interruption 
USA,J16US13528-9.1,"easily accessible device with integration into my existing health network battery life is limited, ultrasound probes are very delicate and expensive to replace."
USA,J16US14843-1.1,Good imaging quality frequent issues with software and not the most user-friendly layout
USA,J16US16969-4.1,I am familiar with the products and technology and prefer the ease of use Prices are sometimes high and require negotiations to reach deal
USA,J16US14104-1.1,They offer the most comprehensive equipment at competitive pricing and support. Sometimes they don't adapt and come up with new technology as fast as competitors.
China,CND0032.1,It is quite cheap and is simple to operate. The performance is quite poor. The images are not very clear. The system itself is defective. It is not very responsive. Failure rate is average. After-sales is ok as they usually can come quickly to fix the problems. 
Brazil,BZA00179.2,"We are very happy with the features and images, the quality of this device. It is also low in power consumption. "
France,J16FR10610-4.1,This company produces reliable products that are good value for money with good customer service. 
India,ING00268.1,They offer good value of money and we can overspending and manage our budget well 
France,J16FR11090-9.2,Equipment has a good reputation Operation partially not very well known
USA,J16US15973-15.2,Best imaging quality Expensive relative to price
Japan,J16JP12321-6.2,"Images are clear, scanning time is reduced, and the equipment is compact. Nothing particular."
USA,J16US10265-16.1,Strong machine technology with worldwide support from global company Too big of a company to provide individual support when needed.
China,CNA0055.2,"The machine is convenient to use. ultrasonic images are beautiful and clear. but sometimes, the machine crashes.  "
USA,J16US10471-9.1,Easy and reliable Our current systems are aging.
China,CNC0086.2,"product has good quality but medical insurance is not good. Not sure about using time. Price is very expensive but service is average, patient satisfaction is average, operation is not convenient.  "
France,J16FR10389-1.2,"None, the device was recently installed "
USA,J16US10918-4.1,"Fast scanner, good image quality, low dose ADIR reconstruction artifact, problems with thin patients."
Germany,J16DE10146-5.2,I have insufficient experience with this brand. I have insufficient experience with this brand.
Germany,J16DE10454-6.1,"Generally satisfied. Generally satisfied, it's just an old device"
USA,J16US12648-6.1,best image quality advance software for analysis easy to work the MR and computer programs excellent technical support cost
India,IND0080.1,it is worth to trust them. the results are really error-free. images are least distorted. my staff is too much comfortable with this product. 
Japan,J16JP10886-8.2,It is easy to use. I am also satisfied with the image quality. The cost of adding new applications is high.
Japan,J16JP12172-6.2,I think their image quality is the best. It is possible to adjust the parameters yourself. 0
USA,J16US13143-9.2,image quality is great size of machine is too large
UK,J16UK11842-9.2,Easy to use. simple and straightfoerward Limited image quality but we have old model
Japan,J16JP10987-8.1,"The image quality is extremely good and the 3D function and the transesophageal ultrasound feature are very comfortable to use. Also, it very rarely malfunctions. It is expensive."
UK,J16UK11544-9.2,"Good interface, easy to use "
China,CNE0678.4,"One of my classmates works for Liaocheng City Hospital. The hospital uses Siemens radiography. He said the images were OK, the operation was convenient, the quality was OK and the effects were good.  "
Japan,J16JP11971-2.2,"0 It is very difficult to use. I have used the equipment at a number of facilities, and this was true for all the versions I used. Maintenance is not great either."
USA,J16US14248-16.2,Not currently being used by our facility so I cannot comment Not currently being used by our facility so I cannot comment
India,ING00154.3,they are the best supplier when it comes for medical devices. Their product quality is too great 
USA,J16US10103-8.1,They have been durable and trouble free for a long time We have not had any significant negatives
Japan,J16JP12254-2.1,"Their angiography equipment has always had a good reputation. In my experience, it was easy to use. 0"
China,CNE0183.1,"Philips equipment is of good quality, advanced technology, clear images, there are 7 control cabinets. The image processing parts and the high voltage parts can start simultaneously. It uses the oil circulation cooling method. It has a separate oil circulation cooling system. High consistency and good after-sales.  "
USA,J16US10544-8.1,"Excellent quality, great service, great reputation Expensive, often no discounts,"
India,IND00133.2,this machine provides excellent and superm image quality with sleek and compact body design. 
Brazil,BZB102.1,"Philips CT machines are very durable, they are fast and accurate. "
USA,J16US14150-16.1,image quality is superior system frequently shuts down
France,J16FR10101-8.1,"Compact, easy to use, evolutionary. Price."
France,J16FR10685-4.1,"Both the machine and the software are very reliable. Sometimes the after-sales service is slow, the interface is sometimes difficult to understand."
France,J16FR10572-6.2,It's really superior compared to the competition. The prices are not very adaptable compared with the competition.
USA,J16US11419-3.1,High quality images and rapid throughput of patients. Occasional equipment failures.
India,INA0031.2,it gives good image quality within a very quick timeframe and increases the overall productivity of our hospital 
USA,J16US13876-4.2,Very good product Nothing concerned
Germany,J16DE10374-9.1,"Easy to use, good image quality. No negative comments."
India,INE740.1,"The reason for this rating is 37% larger image helping the surgeons in cardiovascular, orthopaedic, and emerging surgical procedures.  "
China,CND0350.1,The images are clear. It is durable and the quality is good. The operation is convenient and the interface design is user-friendly. The moving speed of the cantilever is very fast.  
Germany,J16DE10079-1.2,Good image quality with relatively easy operation and a reasonable price Extremely limited availability of service.
India,ING00250.1,"Equipment is priced too high, Cost should be reduced. It should give satisfactory result and the product should be long lasting "
UK,J16UK11701-8.2,Tried but not purchased as bough Sonosite instead Tried but not purchased as bough Sonosite instead
Germany,J16DE12202-8.1,"Reliable equipment, good image quality, familiar menu navigation, since the equipment philosophy of this company is well-known throughout our department. None."
China,CNA0003.3,The interface is well designed in a user-friendly way. image effect is good.The machine can scan fast. 
India,ING0090.1,"their products are easy to use, reliable and durable and they help in easy diagnosis of the disease but cost should be reduced "
USA,J16US16548-6.1,good flexible system nothing bad
France,J16FR10181-8.1,"Easy to use. Reliable, not cumbersome and quick to put in place. Image need optimization sometimes."
Germany,J16DE13135-3.2,Continually good 
China,CNE0389.1,"Fast speed, images are clear, it fits a wide range of applications, and has image fusion function; with a C-arm, P-arm and U-arm, the patient simply needs to maintain one position, and images that doctors will be satisfied with from different angles can be obtained; it has rotation contrast imaging and mobile tracking imaging functions, so it allows amount of contrast agents to be reduced for patients with lesions in aorta, limbs arteries and other locations and examination time to be shortened; narrow analysis and vascular analysis function of software processing system allow doctors to perform right quantitative assessment on vascular stenosis and ventricular volume, and choose correct choices of treatment. "
USA,J16US12812-8.1,"Amazing tool Bulky, break a lot"
France,J16FR10082-9.1,"Quality image, simple interface Nothing"
Germany,J16DE10197-3.1,"Competent consultation and subsequent implementation in practice. Price performance okay, but no peak value."
USA,J16US10412-9.2,"Has been easy to use and great images at a quick set up without much time which is good at a trauma center Have had software issues that has made the machine not work at times, but has been easily fixed"
India,INF202.1,"We did not face any issues with CT machine from Philips. Compared to Siemens, Philips CT is good in clarity and resolution. It takes less time for image capturing. "
USA,J16US15583-1.1,state of the art technology with excellent support services and repair. They update their software frequently. Their cost is excessive
UK,J16UK11989-9.2,Good product good quality picture Not so easy to navigate
USA,J16US10560-15.1,image quality appreciated none noted
USA,J16US12003-26.1,"Good support, low downtime. "
Germany,J16DE12979-16.1,Good quality. 
India,INE213.1,It is a affordable and lightweight console ultrasound machine 
France,J16FR10685-9.2,Very complete and innovative energy Too complete
India,INE037.3,The operability features are very easy to use and they help to simplify our workflow model. The services are also provided in a timely manner. 
Germany,J16DE12161-8.2,"Easy to operate, fast service in case of issues, good quality at an affordable price. None."
India,INF241.3,CT machine from Toshiba is excellent in performance and reliability. Cost of the machine is affordable. 
China,CNA0042.3,The magnetic field is very even.The machine has good value for money. The images are clear and are able to meet clinical requirement. 
USA,J16US14700-5.2,reps are very pleasant to work with. better cost less quality of imaging
India,ING00186.2,camera scanner is good and it makes it possible for us to get better images and give precise results 
USA,J16US16758-5.1,Good service provider Expensive repair contracts
Japan,J16JP12485-6.1,"Image quality is good, and the equipment operability and durability are also excellent. They respond promptly when there is a problem. 0"
USA,J16US16575-2.2,Good image quality Have experienced more down time than GE
Japan,J16JP10046-4.1,"0 It doesn't quite fit Japanese people's body structures.  For example, the bed cannot be lowered enough. Operability of the operating panel is bad.  If possible, I would like to have the display in Japanese. "
USA,J16US10966-9.1,Easy to use.  clear images No negative comments
USA,J16US14829-16.1,Low dose options. Ease of tower operation. Nond
China,CND0513.1,The imaging is very good. The operation is simple. There are many malfunctions in daily usage. The maintenance is not in time. Very slow. The after-sales service is not in time.  
India,INA00105.1,innovative design in their product is what makes me like them. design is too good 
USA,J16US10407-4.1,"Satisfactory image quality, dose reduction techniques. Technologists sometimes struggle with user-friendliness."
India,ING00152.3,"leading brand, easy to use, long life of the product..that's why we would recommend them "
UK,J16UK11805-9.2,Minimal experience with product line 
USA,J16US16723-2.2,"Good usability, easy to use, simple C-arm CT difficult to use,"
China,CND0236.2,The performance is quite stable and it is easy to operate. The failure rate is very low. There hasn't been many problems when using it. It's an American product so is quite expensive. 
USA,J16US10510-4.1,"Great images and quality, also good reputation Price probable can be better but still is a good product for the money"
USA,J16US10112-8.2,"user friendly, efficient, and great customer service none"
Brazil,BZC466.3,The system is easy to use and energy efficient too. 
Japan,J16JP11829-4.1,"We are now using two CT scanners, from different manufacturers. I would like to use only one brand (GE) in the future. The prices are expensive overall."
USA,J16US12636-9.1,Good customer service. Single vendor Higher than normal price
USA,J16US17030-2.2,"Product reliability. Cost of equipment, cost to maintain the equipment."
India,INE550.3,The machine is designed to support different patient types with minimal discomfort. The imaging potential is excellent as well. 
USA,J16US14063-15.1,"Philips is not only a reliable company, but they also have demonstrated cost efficiency. The customer service can be improved in terms of being more responsive."
China,CNE0446.3,"Product has stable quality and quality control, operation is convenient and image is clear with good quality. Especially in terms of ribs, spinal fractures, it can provide high-quality images to help determine the situation "
Japan,J16JP12210-1.1,"We use a lot of Toshiba Medical products in our hospital, and they provide us with a lot of information and dispatch people from their applications department, etc. The usability of the equipment is not great."
France,J16FR10206-8.2,"Good quality image and intuitive platform, new technology. High price."
Brazil,BZA005.3,"The computed tomography system has greater clinical scalability, a detector of good quality for detailed images and spatial resolution. Toshiba also offers good post-sale support to the client. "
France,J16FR11070-9.2,Good value for money No dispi [sic]
UK,J16UK11997-9.2,Good range of products Less flexibility with add ons
Germany,J16DE12661-1.1,"A broad offering (heart catheterization installation, CT, MRT) service and training, satisfied. "
Germany,J16DE12645-15.2,"None. High downtime rate, limited durability."
China,CNC0118.4,"the hospital where I work now has no GE CT machine. I've used it before, imaging is very clear but operation is a bit complicated. "
Germany,J16DE13594-2.1,None 
USA,J16US10479-2.2,Newest technology Less tech support
Germany,J16DE12157-6.1,"Few downtimes, 2. Table dockable "
India,ING00211.1,they have good network of engineers those who attend the call logs. They are well behaved and professionals 
Germany,J16DE10326-1.1,"Very good multi-directional handling, excellent image quality, good data management. "
Germany,J16DE10809-5.1,"Good service, on-site training of personnel Sometimes the image quality is insufficient, settings are poor"
Japan,J16JP10137-9.1,It is relatively easy to operate. The image quality is inferior than that of Hitachi Aloka. It cannot be used when the ultrasound endoscope is used.
China,CNE0415.2,I don't have a lot of radiography experience in that area and I've never used that machine individually for full cerebral vascular radiography and operation so I can't recommend because I don't have related application experience. 
Brazil,BZA00135.3,"This exposure to the radiation of the instrument is great, but is very expensive and is not able to deliver the output with quality and speed which is the main problem. "
China,CND0261.2,It is not convenient to operate. The after-sales service is very good. Of course the price is high. The overall hardware quality is very good. There hasn't been any problems. The software system is yet to be improved.  
Japan,J16JP12297-6.1,"The coils are easy to maneuver, so technologists like it. Image quality is poor, which impacts diagnosis."
China,CNB0058.3,The assembly quality is very good and it is very well made. It does not have many problems at all. The image quality is good. It is simple to operate and is quite responsive. The training is quite good as it is good enough for us to learn the basics of the product. 
USA,J16US17222-4.1,"Easy to use, user interface is good Poor image quality"
India,INE511.3,CT scanners are also very famous from this brand. They can scan major anatomy of a patient and give high image quality. 
France,J16FR10651-8.1,Siemens is a well known brand in the health sector and it is important to be able to count on highly reliable products. It is too bad that the number of sales reps that visit this office is a bit low.
China,CND0255.2,The image quality is clear. The signal bream is quite strong and the feedback is excellent. The instrument overall is durable without any problems.  
USA,J16US16203-26.1,Decent image Needs software improvement
UK,J16UK10020-9.1,"Very good, easy to use. Sometime too cumbersome."
USA,J16US17077-2.1,Good System Tech Support for Hemodynamic System
Germany,J16DE10662-16.1,"Very reliable, good image quality, customer service is fast. None."
Japan,J16JP12162-6.2,"Image quality is stable. It is easy to save examination protocols. It is easy to use protocols from other hospitals. The sales service is relatively poor. I get the strong feeling that once you purchase the equipment, they don't care anymore."
China,CND0195.1,The quality is fine. The instrument hardly malfunctioned during the four or five years of usage. The operation is easy. It is quite convenient to use to make the strike diagrams and the guide marks.  
UK,J16UK10331-9.2,"Good brand, we use other Siemens equipments, good product quality. None."
India,ING0006.1,Their people are knowledgeable about the company and the products they provide good customer Service support. They are friendly in their interaction with us. 
USA,J16US10293-6.1,"very good image quality, good applications, supportive not much negative"
Brazil,BZB54.2,"very sophisticated product, very happy to use it, great technology "
India,INE040.2,The scanner has high performance potential and it has simple workflow that allows us to cater to larger number of patients. 
Germany,J16DE10037-6.1,"Good image quality, innovative.  "
China,CNE0185.2,Once we accepted a patient with acute inferior wall myocardial infarction with ventricular fibrillation. We conducted the defibrillation 6 times and transferred him to our brother hospital for PCI surgery. What we used was Philips c-arm instrument! 
Germany,J16DE10211-25.1,"Speed, service, pricing, delivery time. "
China,CND0087.3,"German product. Reliable quality. It can run more than 10 hours per day 7 days a week. It has been serving so many years and still keeps a low failure rate. The sensitivity is quite good. The interface is easier to read than the interface of GE. Good product, easy to use.  "
Germany,J16DE11264-15.2,"Innovative, good service. Cumbersome."
China,CNE0233.1,Philips product quality is good and can solve some practical problems. But the after-sales sometimes is not very satisfying and affects work. Once Philips product has a little problem. The maintenance staff came a bit late and delayed our work.  
China,CNE0253.3,I used it before when I worked in another unit. Overall it is good. But now I think Siemens is better. Philips and HP are more or less the same.  I also recommend it.  
