"Country","Unique.Line.ID","Comment","Ease.of.Use_POS_IMG","Reliability_POS_IMG","Innovation_POS_IMG","Connectivity_POS_IMG","Image.Quality_POS_IMG","Workflow.Experience_POS_IMG","Dose..CT..DXR.iXR.ONLY._POS_IMG","Uptime.MRI.Only._POS_IMG","Brand.Reputation_POS_IMG","Sales.Rep_POS_IMG","Trust_POS_IMG","Company.Experience_POS_IMG","Response.time_POS_IMG","Service.Parts_POS_IMG","Service.Rep_POS_IMG","Training.Application.Support_POS_IMG","Overall.Repair.Quality_POS_IMG","Overall.Communication_POS_IMG","Equipment.Price_POS_IMG","Service.Price_POS_IMG","On.time.Delivery_POS_IMG","Installation.Phase_POS_IMG","Other_POS_IMG","Ease.of.Use_NEG_IMG","Reliability_NEG_IMG","Innovation_NEG_IMG","Connectivity_NEG_IMG","Image.Quality_NEG_IMG","Workflow.Experience_NEG_IMG","Dose..CT..DXR.iXR.ONLY._NEG_IMG","Uptime.MRI.Only._NEG_IMG","Brand.Reputation_NEG_IMG","Sales.Rep_NEG_IMG","Trust_NEG_IMG","Company.Experience_NEG_IMG","Response.time_NEG_IMG","Service.Parts_NEG_IMG","Service.Rep_NEG_IMG","Training.Application.Support_NEG_IMG","Overall.Repair.Quality_NEG_IMG","Overall.Communication_NEG_IMG","Equipment.Price_NEG_IMG","Service.Price_NEG_IMG","On.time.Delivery_NEG_IMG","Installation.Phase_NEG_IMG","Other_NEG_IMG","Not.Useful"
"China","CNB0068.2","This is a Chinese product after all so the image quality is of course not at the same level as those big international companies, especially in details. But it's our own technology and the interface is in Chinese which makes it easy to operate. The after-sales people are friendly. The training is not that good and they do not staying long enough to train the doctors therefore a lot of the times you still don't understand how to use it after the training. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0068.3","The overall failure is not too many and the quality is quite stable. At first there weren't many problems but after using it for a while and the machine gets older, small problems started to occur.The machine is a bit complicated to use since it is all in English. The image quality is a bit better and the after-sales is fine and they can arrive quickly to fix the problems. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0069.1","The images are clear. It is quite convenient to use and it is quite user-friendly, it's durable without many problems. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0069.2","The functions are quite comprehensive. It is quite good. The after-sales service is quite good and they come in time and in an active manner. image quality is good and it's satisfying needs of doctors and patients. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0069.3","It is quite good and the design is quite user-friendly which is in line with doctor's habit. But sometimes the images are not very clear and we need to take images again. The after-sales service is fine. ",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0070.1","The failure rate is low and it is quite responsive when scanning. The images are of good quality. It s simple to operate and the interface is quite straightforward. It is not easy to be interfered when in use. The after-sales service is very good as they always arrive quickly to fix the problems as soon as they received the calls, with high efficiency. ",0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0070.2","There aren't many problems during daily use only some small issues and the failure rate is quite low. The images are of good quality. The interface is straightforward and is easy to understand. It is not that complicated and is easy to understand. The equipment is responsive. The after-sales service is very good as they are able to come quickly to fix the problems. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0070.3","The quality is not satisfying. The failure rate is high. The technology is a bit backward. The images are not clear and it is not well designed. It is complicated to operate it. Noise control is quite good. The after-sales service is slow. The training is fine. No noise produced when in use. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"China","CNB0071.1","The machine often has problems and sometimes the images are not clear. The system optimization is not good and it crashes sometimes which makes it not efficient to use. It is ok to operate and the interface is fine too. But it is not that sensitive and is actually poor. It comes with touch screen but the input function often shows messy codes. The after-sales service is average as when there is a problem they don't come quickly enough but the main issue is they can't fix the problem. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"China","CNB0071.2","The images are clear but is quite complicated to operate the machine which is mainly due to complicated programming. The failure rate is quite low and the quality is good and durable. The training is fine and helps to understand how to use the product. The after-sales service is fine as they are able to come timely to fix the problems. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0073.1","There haven't been any problems so far. The interface is straightforward. It does not have high failure rate and there are many problems when using it. The only problem is that during image reconstruction, it only reconstructs beginning and end and the middle part is reconstructed at last. I would like to see it to scan one layer after another. This way it is possible to observe images by each layer. If it only reconstruct the first and last one, I only know the scan has completed but would not know whether there were any issues in between. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0073.2","The design is user-friendly and it is easy to operate. The interface is straightforward and it is easy to switch in between any function. The image quality is not bad and the scan is very sensitive. It is too noisy to affect using of it. There aren't many failure. We have been using it for a while. When there are problems the engineer were able to come quickly and fix them. The after-sales service are able to come in a timely manner but they are not very good at fixing the problems as it usually took two to three days to fix them, which is affecting usage. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"China","CNB0075.1","Imaging system of the machine is good and advanced. Image is clear and exquisite. Post-processing application is good, the entire system is advanced. ",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0076.1","It occasionally will have minor faults during daily use but not many failures which is at an acceptable level. The sensitivity is OK. Training is fine and they work quite hard. But the after-sales service is poor as it is difficult to get them come and you need to call many times and they still try to find excuses not to come.  ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"China","CNB0076.2","It is simple to operate and is quite responsive. Interface optimization is nice. The service is quite good and training is very good and detailed. After training you are able to understand how to use the product. It has low failure rate. It makes a little bit noise but won't affect the tasks. The after-sales service is timely and efficient. ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0076.3","It might be due to being used for long, there are some small issues but failure rate is low and it does not generate much noises. The interface is fine and straightforward. The after-sales service is fine as when there is a problem they are able to come quickly to fix it. It's just that it is not easy to move it as it too heavy which needs to be improved. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0077.3","The cardio imaging is fine but the quality is not good as it has lots of minor problems. But usually they get fixed a day after called to report faults. The after-sales service is good too.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0078.1","The design is quite user-friendly. It is quite simple to operate and the interface is quite straightforward. It has reconstruction and need the patient to do that. It is quite convenient to use. It is quite responsive and has low failure rate. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0078.2","The image quality is good and images are of high resolution. The interface is quite straightforward. Training is fine and after the training one can understand how to use the product. Failure rate is low and the after-sales service is provided in a timely manner. ",1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0078.3","It is quite robust and has low failure rate. Operating is quite simple. Image quality is not as good as the other brands. It is quite responsive. After-sales service is fine. When there are problems they can arrive quickly to fix them. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"China","CNB0078.4","Design is not very user-friendly. The ultrasound is quite noisy which disturbs the patients. It has noise-reduction mechanism so it is not easily interfered by the interruptions. The after-sales service is quite good. And the training is quite good too as after the training one can understand how to use the product. ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0079.1","I'm now not too keen on Japanese product so it's a drawback. But overall it has low failure rate and the interface is straightforward. It is simple to operate and the image quality is good. It have quite consistent performance. There are very few small issue during daily use.  ",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0080.3","It doesn't encounter minor problems very often. The after-sales service is good. The product is responsive and the interface is convenient to operate. ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0081.2","The image scan is quite accurate and the images are very clear. It is quite simple to operate. The doctors find it quite easy to use and is convenient and easy to learn to use. The quality of the product is quite good and it does not break easily. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0082.1","It have been used for a year and there has not been any minor problems. But in terms of failure, only a tube has been replaced after a year using it, which is normal. The after-sales serve is not good as the engineers do not come over quickly. The machine is not as good as they recommended. The technology is not good. For minor failure it would take a week. It is easy to operate and the interface is practical to use. ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"China","CNB0082.2","The scan is not fast enough but the imaging is quite good so is the after-sales service. It is a little bit complicated. The interface is different from other brands so we need some time to get used to it. The failure rate is low. GE is not that straightforward to use. ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0082.3","The after-sales service is not that good. The technology is good. The product quality is good. It is quite simple to operate. The human machine interaction is very good. The failure rate is not that high. No problems with the trainings. It is quite responsive and the image quality is not bad. Very good. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0082.4","The image quality is good. It is quite easy to operate. The failure rate is low. The after-sales service is fine as they can arrive quickly to fix the problems. The interface is straightforward. There occasionally are some minor problems when using it. The training is also quite good. They do it properly and after the training one can understand how to use the product. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0083.2","images are exquisite and it's clear to see. blood vessel effect is good and we can make accurate judgment. the machine is quite user-friendly and it's simple to operate.  ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0083.3","Its after-sales service is acceptable and they will come whenever we make a call. the design is user-friendly and it's simple to operate, the quality is also good and the failure rate is low. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0084.1","operation life span is long and it's robust and durable. It is quite responsive. It is quite easy to use and the probe is durable, which meets the needs of patients. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0084.2","The operation is simple and can be used easily. It is convenient and smooth for doctors. The image scanning is precise and clear. The quality of the product is also very reliable. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0084.3","the image quality is better than the brand I used before as the images are clearer a bit. battery has a poor endurance capability and cannot be used for a long time. after-sales services are tolerable. operation is convenient and design is user-friendly, also it's small in volume ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0085.1","The quality is quite good. We have been using it for over a year now. Data transmission is a little bit slow. After-sales service is OK and sometimes can fix the problems quickly. But sometimes it takes them a while to come. There were problems with software but not many. The operating interface is fine. ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"China","CNB0085.2","The technology is ok but the after-sales service is average. They are friendly but just sometimes do not come quickly. The operating interface is simple. There are very few problems during daily use. Failure rate is not that high. Training is quite good which lasts for a week. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0085.4","The image quality is good. The operation interface and the sensitivity are good. It doesn't encounter many minor problems. In the past, we needed to add 4K liquid helium to the tap, but now we don't need to, which is an improvement. As for the failure rate, the steel wire on the bed has only broken once. The after-sales service is good. They can come at night on the same day that you call them. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0087.1","image quality is just tolerable, it's not very clear, but we can still read it. It has been used for long time so the cooling function is not working well, and it often freezes. The after-sales service is fine. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0087.2","The image quality is better than double slice machine as they are clearer. It is easier to operate and the performance is more stable with fewer problems. The after-sales service is average. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0089.3","The blood flow direction is display all right and the image quality is very good. The machine hasn't had any major problem and it is quite durable. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0090.1","The interface is simple and easy to use. It is quite convenient and is good value for money. Once it is out of warranty there are quite a lot of minor problems mainly with the hardware. Failure rate is ok and not very high. After-sales is good and they are able to come quickly to fix the problems. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"China","CNB0090.3","It is quite simple to operate. The images are quite good. The interface is quite straightforward and is responsive. The failure rate is not so high within warranty period, after that there might be some problem, after-sales service is quite good as they are able to come and fix the problems timely. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0091.1","It is quite easy to use and the image quality is quite good. The after-sales and durability are both quite good as when there are problems they are able to come and fix the problems. It is quite responsive and the failure rate is not that high. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0091.2","It is prone to break and it takes a day or two to fix, and after-sales staff come rather slowly. The image quality is not hat good maybe because the machine is too old. It is not very responsive. At the moment, patient number is decreasing therefore we didn't invest on this. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0092.1","interface design is simple and suitable for our using habit, so it's convenient to operate, image has clear effect and is displayed in a refined way, after-sales services are good and maintenance comes in time. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0092.3","system is advanced and it's pretty responsive. imaging effect is good and it's clear. The scanning is fast. The interface is user-friendly. the machine is cost effective. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"China","CNB0093.1","The technology is very good and it is reputable. The after-sales service is ok and they are able to fix the problems timely. It is a bit troublesome producing images. The positioning setting is not user-friendly enough and is a bit complicated. The failure rate is not high and the interface is quite simple. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0093.2","Image is clear with good quality. It is quite simple to operate and is easier to generate images than GE's. It is more use-friendly. Post-processing is more or less the same. They are able to come quickly to fix any problems. ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0093.4","The design is very attractive. The board can be rotated 360 degree. It might not be comfortable for the patients but with other digital Gastroenterology machine, the patients would have to turn over by themselves. The images are of good quality and the failure rate is low. The machine is quite old so there are some minor problems sometimes. It is very responsive. ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0094.1","The operating system is quite good, it's professional. Technology is fine and the images look very nice. Whenever there is a failure the after-sales service is provided timely. Maintenance fee is quite high. It is smooth to operate it. Post-processing is fine. Failure rate is low and there are some small problems but not many. Sometimes the water cooler has problems may be due to the hot summer temperature. Other failures are not often. Training is good and they have dedicated training base. ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"China","CNB0094.3","Memory seems not enough as it crashes and it is slow when operating it. The interface is quite straightforward. Failure rate is quite low. It is quite interference resistant and has not had that many artifacts. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0095.1","The machine is quite robust and the after-sales is quite good. Trainings are available for us to go and learn how to use it. The materials provided are detailed. The image quality is quite good. It is good value for money. It is quite simple to operate. The interface is quite straightforward. There are a few failures but the engineers can come quickly to fix them. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0095.2","It is quite responsive. The resolution is OK and it's simple to use. There are engineers coming to the hospital to train in quite details and there are regular seminars too. ",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0095.3","It often fails and crashes and need to restart. The after-sales service is not that good as they are not timely. They have been here a few times but sometime we even had to fix the problems by ourselves. The resolution is fine and it is ok to operate. The interface is average and the failure rate is high. It is quite responsive. ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0096.1","It is quite simple to operate on and the interface is quite straightforward. We have been using it all the time so we are familiar with it. It is quite suitable to be used for this hospital. The image quality is quite rough with big contrast. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0096.2","It is bought by charity and the internal configuration is poor. The images are not of good resolution. It is not used often therefore there aren't many failures. It is quite responsive and the interface is straightforward. ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0097.1","The interface is quite user-friendly but it won't reverse the images, so it's not user-friendly enough. It is quite good value for money as they gave quite big discount when we purchased it. The performance is not that consistent with the ones at some hospitals with quite a lot problems and some are minor issues and some are with the hardware. Siemens allows you to print the image of last patient when working on current patient but not with this one. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0097.2","It is not that responsive. The image quality is fine and it is fine to operate. There are some minor issues during daily use but not too many. We haven't encountered any big failure. The after-sales service is fine. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0097.3","It is quite simple to operate and interface is quite user-friendly. There are some minor issues after using it for a while but only minor ones and the after-sales service is fine as they are able to follow up quite quickly. Some problems they are able to fix by themselves but sometimes they would have to ask for more senior engineers. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"China","CNB0097.4","It comes with good technology and the quality is good. After-sales service is good. The operating interface is user-friendly. After using it for while there will be small issues. We had major failure too but failure rate is not high. After-sales service is good as they are able to come quickly to fix any problems. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0098.1","The image quality is quite good and the image fusion works very well. quality is good with rare problems. after-sales services are good and they will come whenever we make a call. ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0098.2","it has quite responsive and it's smooth to operate, it never freezes. it allows us to take a closer observation of images, and functions are comprehensive. interface is designed in an orderly manner, without disordered feeling. ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0098.3","image is clear with good effect so it's comfortable for us to observe as they are very clear. The interface is designed very user-friendly and it is very easy to use. The performance is also quite stable with very few problems.The after-sales service is also very good. ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0099.2","The failure rate is average and is not as durable as expected. It is quite good value for money. Siemens is cheap and durable. It is not as easy to operate it as Carestream. The image quality is not as good. But after-sales service is fine. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0099.4","The quality is good and so is the service. Ease of operating it average. Interface average. The image quality is quite good. The failure rate is not very high. The after-sales service is quite good and they are able to come over quickly and to fix the problems. ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0100.1","Images are OK and rather clear.??????????????????? But its after-sales service is ordinary; it is not prompt.  ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"China","CNB0100.2","image quality is great as they are very exquisite and clear. also the keyboard and interface are designed in a reasonable and user-friendly way and operation is simple. quality is good and there's not many problems normally. ",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0101.2","The post processing station is not that good and is a bit worse, there's not enough function and it's slow, but the image quality is fine. It's similar to other brands in terms of how responsive it is. ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0101.3","It is easy to operate and the image quality is good. Hardware quality is quite good. Training is not that good. Especially after we bought the machine the training won't happen till after a while. The probe got broken and once that happened there were circles of artifacts. Failure rate is not high. After-sales service is able to fix problems.  ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"China","CNB0101.4","It's convenient to use and the interface is quite simple and is easy to use. It is quite good in focusing when taking image of the chest as it focuses automatically. The image quality is quite good and the failure rate is not very high and occasionally there are minor issues. The after-sales service is fine as once there is any problem they are able to come quickly to fix them. ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0102.2","It is easy to use and the images are very clear. it can meet clinical use and the interface is very user-friendly. ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CNB0103.2","The image quality is OK. It is quite simple to use and the interface is straightforward. It is an old machine and maybe because we have used for too long and there is no one taking care of it, it has had problems often and the after-sales is not that good.  ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
